"id","candidato_id","tema","subtema","titulo","descripcion","fuente","semaforo","semaforo_burbuja","alerta_explicacion","fecha_actualizacion","visible","","","","","","","","","","","","","",""
"p057","valencia","Salud","Administración y prestación del servicio de salud","Centros de atención y tamizaje para la salud mental","30 centros de atención (mejoramientos y adaptación de casas de justicia) y 80 % de consultas con tamizaje y telemedicina.","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p058","fajardo","Salud","Financiación del sistema","Plan de acción sobre la financiación del sistema","Cambiar los modelos de contribución basados en riesgo tales como la prima y cerrar las brechas entre los regímenes subsidiados y contributivos. Se recalculará la Unidad de Pago por Capitación (UPC) con criterios técnicos con una autoridad técnica e independiente. Además, se utilizarán los impuestos saludables ya establecidos y se creará uno adicional a los vapeadores para financiar el sistema. Se crearán planes especializados con cada EPS para cumplir con sus objetivos de financiación y se harán auditorías independientes a EPS intervenidas.","https://drive.google.com/file/d/1igmB9JP2oc9fo64_amzLDP__auFFAmpX/view","","","La Fundación ha presentado dos acciones de nulidad en contra de las resoluciones que fijaron la UPC para los años 2025 y 2026. [Ver acciones](https://drive.google.com/drive/folders/1Pyw1xNGHqFCRZZAx98e5E3KKpS70I3XY?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p059","fajardo","Salud","Administración y prestación del servicio de salud","Plan de acción sobre la prestación del servicio","Territorializar las EPS y crear redes integradas territoriales que permitan la coordinación y evaluación de las EPS en términos de desempeño en gestión de riesgos en salud. También se propone fortalecer la Atención Primaria en Salud como base del sistema con medicina familiar y comunitaria, prevención de enfermedades crónicas, promoción de hábitos saludables y atención integral en salud mental. Busca mantener la jerarquización de las EPS pero con controles más fuertes en el nivel más bajo territorial con apoyo de alianzas público privadas y crear una red de infraestructura hospitalaria pública a nivel nacional. También se aplicará el modelo de telesalud para llevar la atención médica a las zonas aisladas del país.","https://drive.google.com/file/d/1igmB9JP2oc9fo64_amzLDP__auFFAmpX/view","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p060","fajardo","Salud","Administración y prestación del servicio de salud","Plan de acción para el acceso a los medicamentos y la tecnología","Fortalecer el INVIMA y la IETS para agilizar la aprobación de la entrada de medicamentos al país y fomentar un ecosistema de innovación que fortalezca la capacidad del país de desarrollar una soberanía sanitaria y un portafolio más amplio de exportación sanitario","https://drive.google.com/file/d/1igmB9JP2oc9fo64_amzLDP__auFFAmpX/view","","","La Fundación presentó acción popular para requerir la protección de los derechos colectivos a la salubridad pública y al acceso al servicio público de salud, a efectos de que se dicten medidas que atiendan la situación de escasez de medicamentos, especialmente en lo relacionado con las enfermedades graves; presentó acción de nulidad contra la resolución que reglamenta los requisitos de operación y financieros de los Gestores Farmacéuticos. [Ver acciones](https://drive.google.com/drive/folders/1EoL_pZUVAyXIjO5HzSChTCb4CvXzd-Qu?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p061","fajardo","Salud","Trabajadores de la salud","Plan de acción para mejorar las condiciones del talento humano en la salud","Fortalecer las condiciones laborales de los empleados de la salud al priorizar el pago mensual; aumentar los contratos a término fijo con prestaciones claras; rediseñar el año de servicio social obligatorio fortaleciendo su atractivo; crear una política de género en el sector; profesionalizar la gestión en salud; llevar a cabo un estudio de talento humano en salud; alianzas interinstitucionales y con la academia (como lo son las sociedades científicas) para fortalecer hospitales universitarios; alineación del sector educativo con necesidades de la vida real; un examen único nacional para residencias médicas; elevar capacidades mediante formación continuada y reentrenamiento; aumentar los cupos de residencia médica; implementar incentivos para el ejercicio profesional en zonas rurales y apartadas","https://drive.google.com/file/d/1igmB9JP2oc9fo64_amzLDP__auFFAmpX/view","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p062","fajardo","Salud","Administración y prestación del servicio de salud","Plan de acción para mejorar los sistemas de información","Crear o expandir una plataforma única para medir desempeño, potencializar el uso del ADRES para fortalecer capacidades analíticas en territorio, aumentar trazabilidad de contratos y transferencias, y permitir la interoperabilidad de la historia clínica.","https://drive.google.com/file/d/1igmB9JP2oc9fo64_amzLDP__auFFAmpX/view","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p063","fajardo","Salud","Administración y prestación del servicio de salud","Plan de acción para mejorar la gobernanza","Fortalecer el Ministerio de Salud como entidad rectora del sector con una gobernanza basada en desempeño y trazabilidad. Busca la transparencia total en toma de decisiones y en el manejo de recursos, reactivación de instancias intersectoriales y colegiadas, armonización de trabajo público-privado, modelo diferencial para áreas dispersas-regionalizadas, fortalecimiento de capacidad para manejar situaciones financieras de hospitales públicos, fortalecimiento y reevaluación de la elección de directores de hospitales públicos, auditorías a todas las EPS, y conformación y establecimiento de la Agencia Nacional Anticorrupción en Salud.","https://drive.google.com/file/d/1igmB9JP2oc9fo64_amzLDP__auFFAmpX/view","","","La Fundación ha presentado acciones de nulidad en contra de resoluciones y decretos que modifican el SGSS, la gestión de las EPS e implementan un nuevo modelo de salud; presentó acción de cumplimiento para exigir que se elaboren, aprueben y publiquen oportunamente los estados financieros de la Nueva EPS, conforme a la normativa vigente y a las directrices de la Superintendencia Nacional de Salud. [Ver acciones](https://drive.google.com/drive/folders/1s56mSGWBavABxxFl9Tjll7sN-qWtfbiR?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p064","lopez","Salud","Administración y prestación del servicio de salud","Sistema mixto e integral","Articular los servicios de salud con servicios de cuidado, salud mental y preventiva. Este sistema acompañará a las personas en todo su ciclo vital, superando la fragmentación actual y transformando al ciudadano de paciente de tratamientos y medicinas, a personas y familias con derechos y servicios integrales de salud y cuidado en su ciclo vital de la niñez a la vejez, con cuidado en salud física, mental y familiar. Crear un sistema con entidades gestoras y prestadoras, pero con límites a la integración vertical y auditoría pública rigurosa y transparente. Establecer tablas de precios unificadas por servicios, regiones y poblaciones, con planes de beneficios explícitos, por zona urbana, centro poblado y zona rural.","https://claudia-lopez.com/wp-content/uploads/2026/04/Programa-Gobierno-Claudia-Lopez-Leonardo-Huerta.pdf","","","La Fundación ha presentado acciones de nulidad en contra de resoluciones y decretos que modifican el SGSS, la gestión de las EPS e implementan un nuevo modelo de salud. [Ver acciones](https://drive.google.com/drive/folders/1X8VvAapqcKFKdCDtVSlauYCkSCh4UKD-?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p065","lopez","Salud","Trabajadores de la salud","Creación de fondo público de rescate","Crear un fondo público de rescate para reconocer y pagar las deudas acumuladas con clínicas, hospitales y gestores farmacéuticos.","https://claudia-lopez.com/wp-content/uploads/2026/02/propuesta-Claudia-lopez-Salud.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p066","lopez","Salud","Administración y prestación del servicio de salud","Articulación con el sistema de cuidado","Crear un Sistema Nacional del Cuidado, con enfoque mixto territorial con un modelo mixto público-privado-comunitario transparente. Este se vinculará directamente con el sistema de salud, relevando a las mujeres de la sobrecarga de trabajo del cuidado no remunerado.","https://claudia-lopez.com/wp-content/uploads/2026/04/Programa-Gobierno-Claudia-Lopez-Leonardo-Huerta.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p067","lopez","Salud","Administración y prestación del servicio de salud","Sistema de información en salud para la atención con calidad y confianza","Sistema de información unificado, público, interoperable y transparente, centrado en el paciente que permita reducir trámites y autorizaciones. Medirá la salud con indicadores biomédicos y criterios de equidad territorial y diversidad cultural con uso de tecnologías presenciales y remotas.","https://claudia-lopez.com/wp-content/uploads/2026/04/Programa-Gobierno-Claudia-Lopez-Leonardo-Huerta.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p068","lopez","Salud","Administración y prestación del servicio de salud","Estudio actuarial","Hacer un estudio para revisar realidades poblacionales y epidemiológicas actuales, planes de beneficios explícitos basados en la ciencia, y distribución equitativa poblacional de los riesgos.","https://claudia-lopez.com/wp-content/uploads/2026/04/Programa-Gobierno-Claudia-Lopez-Leonardo-Huerta.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p069","cepeda","Energía","Transición energética y energías limpias","Profundización de la transición energética","Acelerar la incorporación de energías renovables no convencionales y dinamizar las economías verdes. Cumplir y superar el compromiso de reducir en 51% las emisiones de gases efecto invernadero al 2030.","https://www.movimientopactohistorico.co/docs/programa-gobierno-2026-2030.pdf","","","Nulidad contra el Decreto 1072 de 2025 que modifica y restringe el funcionamiento del mercado mayorista y la participación en bolsa.[Ver acción](https://drive.google.com/drive/folders/1NrVncBat_E74FIq0PaTQr86qNcP74Nvd?usp=share_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p070","cepeda","Energía","Transición energética y energías limpias","Energía para los territorios","Llevar energía eléctrica a todos los municipios del país con prioridad de fuentes alternativas que no destruyan el territorio.","https://www.movimientopactohistorico.co/docs/programa-gobierno-2026-2030.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p071","cepeda","Energía","Hidrocarburos","Prohibición del fracking","También la exploración y explotación en yacimientos no convencionales; prácticas que arrasan con el agua, que fracturan el suelo y el subsuelo, que son poco rentables y que envenenan nuestros territorios.","https://www.movimientopactohistorico.co/docs/programa-gobierno-2026-2030.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p072","cepeda","Energía","Hidrocarburos","Reducción de la dependencia del petróleo","Con un modelo de desarrollo que no dependa tanto en la extracción petrolera y de la “economía subterránea”.","https://www.movimientopactohistorico.co/docs/programa-gobierno-2026-2030.pdf","","","La Fundación presentó una acción popular por el riesgo de desabastecimiento energético derivado, entre otros factores, de la insuficiente exploración y explotación de hidrocarburos, la disminución de las reservas en petróleo y gas, entre otras. [Ver acción](https://drive.google.com/drive/folders/1lGXiHuFVPqY3CWhqKRH_zSEaHt29zIBD?usp=drive_link)","2026-04-29","no","","","","","","","","","","","","","",""
"p073","cepeda","Energía","Minería","Expedición de un nuevo Código Minero","Respeto de las consultas populares contra la gran minería.","https://www.movimientopactohistorico.co/docs/programa-gobierno-2026-2030.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p074","cepeda","Energía","Minería","Prohibición de la explotación minera en páramos y santuarios ecológicos","","https://www.movimientopactohistorico.co/docs/programa-gobierno-2026-2030.pdf","","","La Fundación coadyuvó la acción de nulidad contra el Decreto 044 de 2024 que creó la figura de la reserva de recursos naturales de carácter temporal con efectos sobre la actividad minera.[Ver coadyuvancia](https://drive.google.com/file/d/1oNSEv-2RY7WcRjJx1Ym-CIVHXRpctlfP/view?usp=share_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p075","espriella","Energía","Hidrocarburos","Retorno de la exploración","Retomar de inmediato la firma de nuevos contratos de exploración y producción de petróleo y gas para asegurar la autosuficiencia a largo plazo.","https://defensoresdelapatria.com/wp-content/uploads/2026/04/PROPUESTAS-DEL-TIGRE.pdf","","","La Fundación presentó una acción popular por el riesgo de desabastecimiento energético derivado, entre otros factores, de la insuficiente exploración y explotación de hidrocarburos, la disminución de las reservas en petróleo y gas, entre otras. [Ver acción](https://drive.google.com/drive/folders/1lGXiHuFVPqY3CWhqKRH_zSEaHt29zIBD?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p076","espriella","Energía","Hidrocarburos","Defensa de Ecopetrol","Fortalecer la empresa estatal como activo estratégico de la Nación.","https://defensoresdelapatria.com/wp-content/uploads/2026/04/PROPUESTAS-DEL-TIGRE.pdf","","","La Fundación presentó acción popular por la defensa y protección del proyecto Permian como activo estratégico de Ecopetrol. La acción busca la protección de derechos colectivos al patrimonio público y a que su prestación sea eficiente y oportuna y a la moralidad administrativa, por el riesgo de venta o desinversión de dicho activo. [Ver acción](https://drive.google.com/file/d/1dcp5JLkWqZMGOpWhhPK-HbdvUu1_i4T2/view?usp=sharing)","2026-04-29","si","","","","","","","","","","","","","",""
"p077","espriella","Energía","Hidrocarburos","Fracking responsable","Implementar el fracking bajo una regulación técnica estricta para aumentar las reservas del país.","https://www.youtube.com/shorts/aq3ah4uV_NU","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p078","espriella","Energía","Matriz energética","Plan de choque contra el desabastecimiento","Ejecutar acciones urgentes para garantizar que la demanda de energía y gas esté cubierta, tratando el gas natural como un activo estratégico.","https://defensoresdelapatria.com/wp-content/uploads/2026/04/PROPUESTAS-DEL-TIGRE.pdf","","","La Fundación presentó una acción popular por el riesgo de desabastecimiento energético derivado, entre otros factores, de la insuficiente exploración y explotación de hidrocarburos, la disminución de las reservas en petróleo y gas, entre otras. [Ver acción](https://drive.google.com/drive/folders/1lGXiHuFVPqY3CWhqKRH_zSEaHt29zIBD?usp=drive_link)","2026-04-29","no","","","","","","","","","","","","","",""
"p079","espriella","Energía","Minería","Minería legal","Impulsar la extracción de oro, cobre, plata y tierras raras, diferenciando tajantemente la minería legal (aliada del Estado) de la minería criminal (que propone combatir con la fuerza pública).","https://defensoresdelapatria.com/wp-content/uploads/2026/04/PROPUESTAS-DEL-TIGRE.pdf","","","Acción de nulidad contra el Decreto 949 de 2025 mediante el cual se prohibió las exportaciones de carbón al Estado de Israel. [Ver acción](https://drive.google.com/drive/folders/1wccdYk3XPUJMNoarVsZxvrU8_2NPM4_l?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p080","espriella","Energía","Tarifas de energía","Reducción de tarifas en el Caribe","Resolver la crisis de los altos costos de energía en la costa Caribe mediante una revisión del esquema tarifario y la búsqueda de soluciones financieras.","https://defensoresdelapatria.com/propuestas-para-el-caribe-colombiano-abelardo-de-la-espriella/","amarillo","","","2026-04-29","si","","","","","","","","","","","","","",""
"p081","espriella","Energía","Transición energética y energías limpias","Impulso a energías renovables","Apuesta por fortalecer las producciones de energía solar y eólica, aunque prioriza el gas y petróleo.","https://defensoresdelapatria.com/el-milagro-minero-energetico/","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p082","espriella","Energía","Transición energética y energías limpias","Energía nuclear","Propone una política específica para el desarrollo de esta fuente de energía.","https://defensoresdelapatria.com/wp-content/uploads/2026/04/PROPUESTAS-DEL-TIGRE.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p083","valencia","Energía","Hidrocarburos","Reactivación de la explotación de combustibles fósiles e impulso al fracking","Reactivar la explotación de combustibles fósiles e impulsar el fracking. Sacar nuestro petróleo, gas y carbón con el objetivo de generar recursos para el país. Garantizar la exploración y explotación de gas en nuestro territorio (costa adentro y costa afuera) para el beneficio de todos los colombianos.","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","La Fundación presentó una acción popular por el riesgo de desabastecimiento energético derivado, entre otros factores, de la insuficiente exploración y explotación de hidrocarburos, la disminución de las reservas en petróleo y gas, entre otras. [Ver acción](https://drive.google.com/drive/folders/1lGXiHuFVPqY3CWhqKRH_zSEaHt29zIBD?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p084","valencia","Energía","Hidrocarburos","Producción de petróleo","1 millón de barriles por día","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p085","valencia","Energía","Hidrocarburos","Ecopetrol","Fortalecimiento inmediato del gobierno corporativo de Ecopetrol. ","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","La Fundación presentó acción popular por la defensa y protección del proyecto Permian como activo estratégico de Ecopetrol. La acción busca la protección de derechos colectivos al patrimonio público y a que su prestación sea eficiente y oportuna y a la moralidad administrativa, por el riesgo de venta o desinversión de dicho activo. [Ver acción](https://drive.google.com/file/d/1dcp5JLkWqZMGOpWhhPK-HbdvUu1_i4T2/view?usp=sharing)","2026-04-29","si","","","","","","","","","","","","","",""
"p086","valencia","Energía","Hidrocarburos","Sustitución de leña","Dar subsidios a pipetas de gas en zonas con mayor consumo de leña. 1 millón de familias dejarán de cocinar con leña. ","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p087","valencia","Energía","Minería","Regulación minera","Regulación minera que debe ser diferenciada en función del tipo de minería (ancestral y artesanal, de pequeña, mediana y gran escala, e informal que quiere dar el paso hacia la legalidad). Dar una solución real para la formalización de la minería a pequeña escala en Colombia, que los asocie, capacite, financie, ayude a adoptar buenas prácticas sociales y ambientales, compre su oro y luego lo monetice por los canales legales. ","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","Acción de nulidad contra el Decreto 949 de 2025 mediante el cual se prohibió las exportaciones de carbón al Estado de Israel. [Ver acción](https://drive.google.com/drive/folders/1wccdYk3XPUJMNoarVsZxvrU8_2NPM4_l?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p088","valencia","Energía","Minería","Minería ilegal","Lucha decidida contra la minería ilegal, que hoy financia redes criminales y agobia a nuestros pequeños mineros. ","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p089","valencia","Energía","Minería","Compra de oro a pequeños productores","Explorar la posibilidad de que el Banco de la República, respetando su autonomía, compre el oro en Colombia y que los pequeños mineros se organicen en empresas productoras con la cooperación de empresas públicas o privadas. ","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p090","valencia","Energía","Tarifas de energía","Acceso a energía confiable y barata","Establecimiento de las bases para que los colombianos tengamos acceso a energía confiable y barata durante los próximos 20 años. ","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p091","valencia","Energía","Matriz energética","Atracción de la inversión","Devolver la confianza del sector privado. Pagar las deudas con generadores en los primeros 3 meses. Colombia no se puede apagar.","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","La Fundación presentó una acción popular por el riesgo de desabastecimiento energético derivado, entre otros factores, de la insuficiente exploración y explotación de hidrocarburos, la disminución de las reservas en petróleo y gas, entre otras; coadyuvó la acción de nulidad simple contra el Decreto 044 de 2024 que creó la figura de la reserva de recursos naturales de carácter temporal con efectos sobre la actividad minera; ha presentado 5 demandas de nulidad contra actos administrativos que modifican el Sistema Interconectado Nacional y generan inseguridad en el servicio público de energía. [Var acciones](https://drive.google.com/drive/folders/1TYKMeuptBr3scyUQiyuo3mqggQ36uoy0?usp=share_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p092","valencia","Energía","Matriz energética","Acelerar la entrada de proyectos de generación de energía ya viabilizados","Plan de choque para acelerar la entrada en operación de proyectos de generación y transmisión ya viabilizados. El objetivo es cerrar la brecha de energía firme y evitar apagones o aumentos impagables en las tarifas.","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","La Fundación radicó una acción popular para la ejecución de los proyectos de transmisión de energía eléctrica Chivor Norte II y Sogamoso. Los proyectos fueron adjudicados en el 2010 y 2013 y no han iniciado operación por demoras en trámites ambientales. [Ver acción](https://drive.google.com/drive/folders/1h6B7XC-ON0ICHr5JHM1TfLcariYSpK7r?usp=share_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p093","valencia","Energía","Matriz energética","Nuevos proyectos de generación hidroeléctrica","Impulsar nuevos proyectos de generación hidroeléctrica mediante embalses y a filo de agua (PCH). Impulsar energías alternativas y no convencionales como la eólica, solar, biomasa, geotérmica, hidrógeno y nuclear.","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p094","valencia","Energía","Matriz energética","Infraestructura digital","Optimizar los nuevos recursos energéticos para permitir que Colombia participe en la revolución de la inteligencia artificial, con centros de datos y de procesamiento de bajo costo.","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p095","valencia","Energía","Institucionalidad","Licenciamiento exprés","Restablecimiento de una instancia de decisión rápida, con liderazgo ministerial, que articule, decida y haga seguimiento sobre el licenciamiento ambiental, la gestión predial, las consultas previas y el financiamiento de los proyectos de interés nacional y estratégicos para el progreso de los colombianos. ","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p096","valencia","Energía","Institucionalidad","Consulta previa","No puede ser un veto, sino un mecanismo para garantizar inversión en la región. Transitar hacia un modelo de alianza donde se consulte a las comunidades étnicas sobre la gestión de los impactos y la destinación de los recursos generados. Las comunidades deberán poder ser socias de los proyectos. ","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p097","fajardo","Energía","Transición energética y energías limpias","Acelerar la expansión de energías renovables","Colombia instalará al menos 1.000 MW nuevos de capacidad energética por año, de los cuales cerca del 80% corresponderán a energías renovables. Se destrabarán proyectos retrasados, especialmente los más de 2.000 MW eólicos y solares en La Guajira, y se simplificarán los procesos regulatorios y ambientales para proyectos estratégicos.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p098","fajardo","Energía","Transición energética y energías limpias","Comunidades socias de la transición energética","Las comunidades participarán activamente en los proyectos energéticos como socias y beneficiarias, con esquemas de participación económica, programas sociales y garantías de sostenibilidad ambiental y social.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p099","fajardo","Energía","Matriz energética","Destrabar proyectos de transmisión eléctrica","Se priorizará la finalización de proyectos críticos de transición como Chivor II Norte–Bacatá y Cuestecitas–Copey–Fundación, fundamentales para integrar energías renovables al sistema eléctrico. Se realizarán inversiones adicionales en redes para eliminar cuellos de botella en La Guajira, Cesar y el centro del país.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","La Fundación radicó una acción popular para la ejecución de los proyectos de transmisión de energía eléctrica Chivor Norte II y Sogamoso. Los proyectos fueron adjudicados en el 2010 y 2013 y no han iniciado operación por demoras en trámites ambientales. [Ver acción](https://drive.google.com/drive/folders/1h6B7XC-ON0ICHr5JHM1TfLcariYSpK7r?usp=share_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p100","fajardo","Energía","Tarifas de energía","Reducir tarifas y mejorar la eficiencia energética","La tarifa promedio de electricidad se reducirá entre 10% y 15% hacia 2030 mediante mayor competencia, reglas claras de mercado y mejor focalización de subsidios. Los subsidios se dirigirán al consumo básico de los hogares vulnerables y se promoverá la eficiencia energética mediante programas de contadores inteligentes y electrodomésticos eficientes.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","amarillo","","","2026-04-29","si","","","","","","","","","","","","","",""
"p101","fajardo","Energía","Tarifas de energía","Modernización de la demanda energética","Se impulsará la medición inteligente y la digitalización del sistema eléctrico, incluyendo contadores inteligentes y esquemas prepago que permitan mejorar la eficiencia del consumo. También se promoverá la sustitución de equipos ineficientes y el impulso a la movilidad eléctrica.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p102","fajardo","Energía","Matriz energética","Energía confiable para el Caribe colombiano","Se implementará un plan integral para mejorar la calidad del servicio eléctrico en el Caribe. Air-e será reemplazada por un operador solvente, se mantendrá Afinia con acompañamiento técnico y financiero, y se desarrollarán proyectos de normalización de redes para reducir pérdidas y mejorar la seguridad del sistema. El objetivo será reducir a la mitad el tiempo sin energía en los hogares del Caribe y disminuir las interrupciones en un 40%.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p103","fajardo","Energía","Matriz energética","Ampliación de la cobertura energética rural","Se conectarán o regularizarán 300.000 hogares rurales, mediante expansión del Sistema Interconectado Nacional y la instalación de mini redes renovables en zonas no interconectadas. Esto permitirá cerrar brechas energéticas y mejorar las condiciones de vida en regiones apartadas.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p104","fajardo","Energía","Hidrocarburos","Garantizar el abastecimiento de gas y petróleo","Se impulsará el desarrollo de nuevas fuentes de gas natural para garantizar el suministro del país. Se acelerará la explotación de los hallazgos de gas offshore, se renovará la exploración de gas en el interior del país y se construirá una nueva planta regasificadora en La Guajira para asegurar el abastecimiento en el corto plazo. Los pilotos de fracking podrán desarrollarse bajo estrictas evaluaciones técnicas y ambientales independientes.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","La Fundación presentó una acción popular por el riesgo de desabastecimiento energético derivado, entre otros factores, de la insuficiente exploración y explotación de hidrocarburos, la disminución de las reservas en petróleo y gas, entre otras. [Ver acción](https://drive.google.com/drive/folders/1lGXiHuFVPqY3CWhqKRH_zSEaHt29zIBD?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p105","fajardo","Energía","Hidrocarburos","Salvar a Ecopetrol","Se requiere mejorar la gobernabilidad en Ecopetrol y que la empresa busque activamente el desarrollo o adquisición de Nuevos Activos Estratégicos como proyectos internacionales similares a los activos Oslo o Permian (en Estados Unidos), con el fin de recuperar valor y reservas.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","La Fundación presentó acción popular por la defensa y protección del proyecto Permian como activo estratégico de Ecopetrol. La acción busca la protección de derechos colectivos al patrimonio público y a que su prestación sea eficiente y oportuna y a la moralidad administrativa, por el riesgo de venta o desinversión de dicho activo; presentó una acción popular por el riesgo de desabastecimiento energético derivado, entre otros factores, de la insuficiente exploración y explotación de hidrocarburos, la disminución de las reservas en petróleo y gas, entre otras. [Ver acciones](https://drive.google.com/drive/folders/1pQXmTVRGauKmxrMxGTQFd2Q_N-IlYvga?usp=share_link)
","2026-04-29","si","","","","","","","","","","","","","",""
"p106","lopez","Energía","Tarifas de energía","Reducción de tarifas","Utilizar las regalías regionales para financiar directamente la modernización de la infraestructura eléctrica (postes, transformadores y cableado) para que estos costos no se trasladen a las facturas de las familias.","https://claudia-lopez.com/wp-content/uploads/2026/04/Programa-Gobierno-Claudia-Lopez-Leonardo-Huerta.pdf","amarillo","","","2026-04-29","si","","","","","","","","","","","","","",""
"p107","lopez","Energía","Hidrocarburos","Retorno a la exploración","Retomar la exploración de hidrocarburos para asegurar el abastecimiento y evitar crisis económicas en los hogares.","https://claudia-lopez.com/wp-content/uploads/2026/04/Programa-Gobierno-Claudia-Lopez-Leonardo-Huerta.pdf","","","La Fundación presentó una acción popular por el riesgo de desabastecimiento energético derivado, entre otros factores, de la insuficiente exploración y explotación de hidrocarburos, la disminución de las reservas en petróleo y gas, entre otras. [Ver acción](https://drive.google.com/drive/folders/1lGXiHuFVPqY3CWhqKRH_zSEaHt29zIBD?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
